pokemon,tm_number,move_name
Haunter,49,Icy Wind
Haunter,53,Sludge Bomb
Haunter,57,Will-O-Wisp
Haunter,61,Shadow Claw
Haunter,63,Psychic
Haunter,67,Thunderbolt
Haunter,74,Shadow Ball
Haunter,77,Poison Jab
Haunter,83,Nasty Plot
Haunter,85,Substitute
Haunter,89,Toxic Spikes
Haunter,90,Dark Pulse
Haunter,91,Curse
Haunter,92,Dazzling Gleam
Haunter,95,Taunt
Haunter,99,Metronome
Haunter,100,Gunk Shot
Haunter,106,Thunder
Haunter,109,Facade
Haunter,112,Acid Spray
Haunter,118,Shadow Punch
Haunter,127,Dream Eater
Gengar,7,Toxic
Gengar,8,Thunder Wave
Gengar,17,Protect
Gengar,23,Thunder Punch
Gengar,24,Ice Punch
Gengar,26,Energy Ball
Gengar,29,Fire Punch
Gengar,35,Endure
Gengar,42,Giga Drain
Gengar,44,Hyper Beam
Gengar,48,Self-Destruct
Gengar,49,Icy Wind
Gengar,53,Sludge Bomb
Gengar,55,Giga Impact
Gengar,57,Will-O-Wisp
Gengar,61,Shadow Claw
Gengar,63,Psychic
Gengar,67,Thunderbolt
Gengar,74,Shadow Ball
Gengar,77,Poison Jab
Gengar,83,Nasty Plot
Gengar,85,Substitute
Gengar,89,Toxic Spikes
Gengar,90,Dark Pulse
Gengar,91,Curse
Gengar,92,Dazzling Gleam
Gengar,95,Taunt
Gengar,99,Metronome
Gengar,100,Gunk Shot
Gengar,102,Focus Blast
Gengar,106,Thunder
Gengar,109,Facade
Gengar,112,Acid Spray
Gengar,118,Shadow Punch
Gengar,119,Ominous Wind
Gengar,127,Dream Eater
Gengar,131,Drain Punch
Onix,12,Rock Slide
Onix,17,Protect
Onix,28,Dig
Onix,35,Endure
Onix,36,Rock Tomb
Onix,37,Stealth Rock
Onix,48,Self-Destruct
Onix,56,Double-Edge
Onix,58,Iron Head
Onix,65,Stone Edge
Onix,69,Earthquake
Onix,75,Dragon Pulse
Onix,85,Substitute
Onix,87,Iron Tail
Onix,91,Curse
Onix,95,Taunt
Onix,109,Facade
Onix,136,Scorching Sands
Onix,156,Meteor Beam
Drowzee,1,Take Down
Drowzee,7,Protect
Drowzee,12,Low Kick
Drowzee,16,Psybeam
Drowzee,18,Thief
Drowzee,20,Trailblaze
Drowzee,25,Facade
Drowzee,32,Swift
Drowzee,37,Draining Kiss
Drowzee,39,Low Sweep
Drowzee,41,Stored Power
Drowzee,42,Night Shade
Drowzee,43,Fling
Drowzee,47,Endure
Drowzee,49,Sunny Day
Drowzee,50,Rain Dance
Drowzee,54,Psyshock
Drowzee,58,Brick Break
Drowzee,59,Zen Headbutt
Drowzee,62,Foul Play
Drowzee,66,Body Slam
Drowzee,67,Fire Punch
Drowzee,68,Thunder Punch
Drowzee,69,Ice Punch
Drowzee,70,Sleep Talk
Drowzee,73,Drain Punch
Drowzee,74,Reflect
Drowzee,75,Light Screen
Drowzee,79,Dazzling Gleam
Drowzee,80,Metronome
Drowzee,81,Grass Knot
Drowzee,82,Thunder Wave
Drowzee,85,Rest
Drowzee,87,Taunt
Drowzee,92,Imprison
Drowzee,98,Skill Swap
Drowzee,103,Substitute
Drowzee,109,Trick
Drowzee,114,Shadow Ball
Drowzee,120,Psychic
Drowzee,122,Encore
Drowzee,129,Calm Mind
Drowzee,130,Helping Hand
Drowzee,138,Psychic Terrain
Drowzee,140,Nasty Plot
Drowzee,158,Focus Blast
Drowzee,161,Trick Room
Drowzee,171,Tera Blast
Drowzee,174,Haze
Drowzee,175,Toxic
Drowzee,181,Knock Off
Drowzee,192,Focus Punch
Drowzee,203,Psych Up
Drowzee,204,Double-Edge
Drowzee,205,Endeavor
Drowzee,217,Future Sight
Drowzee,218,Expanding Force
Drowzee,224,Curse
Drowzee,228,Psychic Noise
Hypno,1,Take Down
Hypno,6,Scary Face
Hypno,7,Protect
Hypno,12,Low Kick
Hypno,16,Psybeam
Hypno,17,Confuse Ray
Hypno,18,Thief
Hypno,20,Trailblaze
Hypno,25,Facade
Hypno,29,Hex
Hypno,32,Swift
Hypno,37,Draining Kiss
Hypno,39,Low Sweep
Hypno,41,Stored Power
Hypno,42,Night Shade
Hypno,43,Fling
Hypno,47,Endure
Hypno,49,Sunny Day
Hypno,50,Rain Dance
Hypno,54,Psyshock
Hypno,58,Brick Break
Hypno,59,Zen Headbutt
Hypno,62,Foul Play
Hypno,66,Body Slam
Hypno,67,Fire Punch
Hypno,68,Thunder Punch
Hypno,69,Ice Punch
Hypno,70,Sleep Talk
Hypno,73,Drain Punch
Hypno,74,Reflect
Hypno,75,Light Screen
Hypno,79,Dazzling Gleam
Hypno,80,Metronome
Hypno,81,Grass Knot
Hypno,82,Thunder Wave
Hypno,85,Rest
Hypno,87,Taunt
Hypno,89,Body Press
Hypno,92,Imprison
Hypno,98,Skill Swap
Hypno,103,Substitute
Hypno,109,Trick
Hypno,114,Shadow Ball
Hypno,120,Psychic
Hypno,122,Encore
Hypno,129,Calm Mind
Hypno,130,Helping Hand
Hypno,132,Baton Pass
Hypno,138,Psychic Terrain
Hypno,140,Nasty Plot
Hypno,152,Giga Impact
Hypno,158,Focus Blast
Hypno,161,Trick Room
Hypno,163,Hyper Beam
Hypno,171,Tera Blast
Hypno,174,Haze
Hypno,175,Toxic
Hypno,181,Knock Off
Hypno,192,Focus Punch
Hypno,203,Psych Up
Hypno,204,Double-Edge
Hypno,205,Endeavor
Hypno,217,Future Sight
Hypno,218,Expanding Force
Hypno,224,Curse
Hypno,228,Psychic Noise
Krabby,3,Water Pulse
Krabby,7,Hail
Krabby,13,Ice Beam
Krabby,14,Blizzard
Krabby,17,Protect
Krabby,18,Rain Dance
Krabby,28,Dig
Krabby,31,Brick Break
Krabby,32,Double Team
Krabby,39,Rock Tomb
Krabby,42,Facade
Krabby,44,Rest
Krabby,45,Attract
Krabby,46,Thief
Krabby,49,Scald
Krabby,54,False Swipe
Krabby,55,Brine
Krabby,56,Fling
Krabby,58,Endure
Krabby,75,Swords Dance
Krabby,80,Rock Slide
Krabby,81,X-Scissor
Krabby,82,Sleep Talk
Krabby,87,Swagger
Krabby,90,Substitute
Krabby,93,Cut
Krabby,95,Surf
Krabby,96,Strength
Krabby,98,Rock Smash
Kingler,3,Water Pulse
Kingler,7,Hail
Kingler,13,Ice Beam
Kingler,14,Blizzard
Kingler,15,Hyper Beam
Kingler,17,Protect
Kingler,18,Rain Dance
Kingler,28,Dig
Kingler,31,Brick Break
Kingler,32,Double Team
Kingler,39,Rock Tomb
Kingler,42,Facade
Kingler,44,Rest
Kingler,45,Attract
Kingler,46,Thief
Kingler,49,Scald
Kingler,54,False Swipe
Kingler,55,Brine
Kingler,56,Fling
Kingler,58,Endure
Kingler,68,Giga Impact
Kingler,75,Swords Dance
Kingler,80,Rock Slide
Kingler,81,X-Scissor
Kingler,82,Sleep Talk
Kingler,87,Swagger
Kingler,90,Substitute
Kingler,93,Cut
Kingler,95,Surf
Kingler,96,Strength
Kingler,98,Rock Smash
Voltorb,1,Take Down
Voltorb,4,Agility
Voltorb,7,Protect
Voltorb,18,Thief
Voltorb,23,Charge Beam
Voltorb,25,Facade
Voltorb,32,Swift
Voltorb,47,Endure
Voltorb,48,Volt Switch
Voltorb,50,Rain Dance
Voltorb,62,Foul Play
Voltorb,70,Sleep Talk
Voltorb,72,Electro Ball
Voltorb,75,Light Screen
Voltorb,82,Thunder Wave
Voltorb,85,Rest
Voltorb,87,Taunt
Voltorb,96,Eerie Impulse
Voltorb,103,Substitute
Voltorb,126,Thunderbolt
Voltorb,130,Helping Hand
Voltorb,136,Electric Terrain
Voltorb,147,Wild Charge
Voltorb,166,Thunder
Voltorb,171,Tera Blast
Voltorb,173,Charge
Voltorb,180,Gyro Ball
Voltorb,204,Double-Edge
Voltorb,211,Electroweb
Voltorb,223,Metal Sound
Electrode,1,Take Down
Electrode,4,Agility
Electrode,6,Scary Face
Electrode,7,Protect
Electrode,18,Thief
Electrode,23,Charge Beam
Electrode,25,Facade
Electrode,32,Swift
Electrode,47,Endure
Electrode,48,Volt Switch
Electrode,50,Rain Dance
Electrode,62,Foul Play
Electrode,70,Sleep Talk
Electrode,72,Electro Ball
Electrode,75,Light Screen
Electrode,82,Thunder Wave
Electrode,85,Rest
Electrode,87,Taunt
Electrode,96,Eerie Impulse
Electrode,103,Substitute
Electrode,126,Thunderbolt
Electrode,130,Helping Hand
Electrode,136,Electric Terrain
Electrode,147,Wild Charge
Electrode,152,Giga Impact
Electrode,163,Hyper Beam
Electrode,166,Thunder
Electrode,171,Tera Blast
Electrode,173,Charge
Electrode,180,Gyro Ball
Electrode,204,Double-Edge
Electrode,210,Supercell Slam
Electrode,211,Electroweb
Electrode,223,Metal Sound
Electrode,224,Curse
Exeggcute,7,Protect
Exeggcute,16,Psybeam
Exeggcute,18,Thief
Exeggcute,25,Facade
Exeggcute,41,Stored Power
Exeggcute,47,Endure
Exeggcute,49,Sunny Day
Exeggcute,54,Psyshock
Exeggcute,56,Bullet Seed
Exeggcute,59,Zen Headbutt
Exeggcute,70,Sleep Talk
Exeggcute,71,Seed Bomb
Exeggcute,74,Reflect
Exeggcute,75,Light Screen
Exeggcute,81,Grass Knot
Exeggcute,85,Rest
Exeggcute,88,Swords Dance
Exeggcute,92,Imprison
Exeggcute,98,Skill Swap
Exeggcute,103,Substitute
Exeggcute,109,Trick
Exeggcute,111,Giga Drain
Exeggcute,119,Energy Ball
Exeggcute,120,Psychic
Exeggcute,130,Helping Hand
Exeggcute,137,Grassy Terrain
Exeggcute,148,Sludge Bomb
Exeggcute,159,Leaf Storm
Exeggcute,168,Solar Beam
Exeggcute,171,Tera Blast
Exeggcute,191,Uproar
Exeggcute,194,Grassy Glide
Exeggcute,203,Psych Up
Exeggcute,224,Curse
Exeggcute,228,Psychic Noise
Exeggutor,1,Take Down
Exeggutor,7,Protect
Exeggutor,12,Low Kick
Exeggutor,16,Psybeam
Exeggutor,18,Thief
Exeggutor,25,Facade
Exeggutor,28,Bulldoze
Exeggutor,33,Magical Leaf
Exeggutor,41,Stored Power
Exeggutor,47,Endure
Exeggutor,49,Sunny Day
Exeggutor,54,Psyshock
Exeggutor,56,Bullet Seed
Exeggutor,59,Zen Headbutt
Exeggutor,66,Body Slam
Exeggutor,70,Sleep Talk
Exeggutor,71,Seed Bomb
Exeggutor,74,Reflect
Exeggutor,75,Light Screen
Exeggutor,81,Grass Knot
Exeggutor,84,Stomping Tantrum
Exeggutor,85,Rest
Exeggutor,88,Swords Dance
Exeggutor,92,Imprison
Exeggutor,98,Skill Swap
Exeggutor,103,Substitute
Exeggutor,109,Trick
Exeggutor,111,Giga Drain
Exeggutor,119,Energy Ball
Exeggutor,120,Psychic
Exeggutor,129,Calm Mind
Exeggutor,130,Helping Hand
Exeggutor,137,Grassy Terrain
Exeggutor,138,Psychic Terrain
Exeggutor,148,Sludge Bomb
Exeggutor,149,Earthquake
Exeggutor,152,Giga Impact
Exeggutor,159,Leaf Storm
Exeggutor,161,Trick Room
Exeggutor,163,Hyper Beam
Exeggutor,168,Solar Beam
Exeggutor,171,Tera Blast
Exeggutor,178,Gravity
Exeggutor,191,Uproar
Exeggutor,194,Grassy Glide
Exeggutor,203,Psych Up
Exeggutor,204,Double-Edge
Exeggutor,217,Future Sight
Exeggutor,218,Expanding Force
Exeggutor,224,Curse
Exeggutor,228,Psychic Noise
Cubone,1,Headbutt
Cubone,10,Brick Break
Cubone,12,Rock Slide
Cubone,13,Ice Beam
Cubone,17,Protect
Cubone,23,Thunder Punch
Cubone,27,Swift
Cubone,28,Dig
Cubone,29,Fire Punch
Cubone,30,Swords Dance
Cubone,33,Body Slam
Cubone,35,Endure
Cubone,36,Rock Tomb
Cubone,37,Stealth Rock
Cubone,38,Fire Blast
Cubone,49,Icy Wind
Cubone,52,Earth Power
Cubone,56,Double-Edge
Cubone,58,Iron Head
Cubone,62,Flamethrower
Cubone,69,Earthquake
Cubone,78,Bulldoze
Cubone,80,Iron Defense
Cubone,85,Substitute
Cubone,87,Iron Tail
Cubone,91,Curse
Cubone,105,Blizzard
Cubone,109,Facade
Cubone,120,Ancient Power
Cubone,122,False Swipe
Cubone,136,Scorching Sands
Cubone,146,Skull Bash
Marowak,1,Headbutt
Marowak,10,Brick Break
Marowak,12,Rock Slide
Marowak,13,Ice Beam
Marowak,17,Protect
Marowak,18,Power-Up Punch
Marowak,23,Thunder Punch
Marowak,27,Swift
Marowak,28,Dig
Marowak,29,Fire Punch
Marowak,30,Swords Dance
Marowak,33,Body Slam
Marowak,35,Endure
Marowak,36,Rock Tomb
Marowak,37,Stealth Rock
Marowak,38,Fire Blast
Marowak,44,Hyper Beam
Marowak,49,Icy Wind
Marowak,52,Earth Power
Marowak,55,Giga Impact
Marowak,56,Double-Edge
Marowak,58,Iron Head
Marowak,62,Flamethrower
Marowak,65,Stone Edge
Marowak,69,Earthquake
Marowak,78,Bulldoze
Marowak,80,Iron Defense
Marowak,85,Substitute
Marowak,87,Iron Tail
Marowak,91,Curse
Marowak,93,Outrage
Marowak,102,Focus Blast
Marowak,105,Blizzard
Marowak,109,Facade
Marowak,120,Ancient Power
Marowak,122,False Swipe
Marowak,136,Scorching Sands
Marowak,146,Skull Bash
Marowak,154,Fissure
Hitmonlee,1,Take Down
Hitmonlee,5,Mud-Slap
Hitmonlee,6,Scary Face
Hitmonlee,7,Protect
Hitmonlee,12,Low Kick
Hitmonlee,18,Thief
Hitmonlee,25,Facade
Hitmonlee,28,Bulldoze
Hitmonlee,32,Swift
Hitmonlee,36,Rock Tomb
Hitmonlee,39,Low Sweep
Hitmonlee,43,Fling
Hitmonlee,47,Endure
Hitmonlee,49,Sunny Day
Hitmonlee,50,Rain Dance
Hitmonlee,58,Brick Break
Hitmonlee,64,Bulk Up
Hitmonlee,66,Body Slam
Hitmonlee,70,Sleep Talk
Hitmonlee,80,Metronome
Hitmonlee,83,Poison Jab
Hitmonlee,84,Stomping Tantrum
Hitmonlee,85,Rest
Hitmonlee,86,Rock Slide
Hitmonlee,87,Taunt
Hitmonlee,88,Swords Dance
Hitmonlee,103,Substitute
Hitmonlee,112,Aura Sphere
Hitmonlee,130,Helping Hand
Hitmonlee,132,Baton Pass
Hitmonlee,134,Reversal
Hitmonlee,149,Earthquake
Hitmonlee,150,Stone Edge
Hitmonlee,152,Giga Impact
Hitmonlee,158,Focus Blast
Hitmonlee,167,Close Combat
Hitmonlee,171,Tera Blast
Hitmonlee,181,Knock Off
Hitmonlee,184,Vacuum Wave
Hitmonlee,185,Lunge
Hitmonlee,191,Uproar
Hitmonlee,204,Double-Edge
Hitmonlee,205,Endeavor
Hitmonlee,213,Coaching
Hitmonlee,221,Throat Chop
Hitmonlee,229,Upper Hand
Hitmonchan,0,Mega Punch
Hitmonchan,1,Take Down
Hitmonchan,4,Agility
Hitmonchan,5,Mud-Slap
Hitmonchan,6,Scary Face
Hitmonchan,7,Protect
Hitmonchan,12,Low Kick
Hitmonchan,18,Thief
Hitmonchan,20,Trailblaze
Hitmonchan,25,Facade
Hitmonchan,28,Bulldoze
Hitmonchan,32,Swift
Hitmonchan,36,Rock Tomb
Hitmonchan,39,Low Sweep
Hitmonchan,43,Fling
Hitmonchan,47,Endure
Hitmonchan,49,Sunny Day
Hitmonchan,50,Rain Dance
Hitmonchan,58,Brick Break
Hitmonchan,64,Bulk Up
Hitmonchan,66,Body Slam
Hitmonchan,67,Fire Punch
Hitmonchan,68,Thunder Punch
Hitmonchan,69,Ice Punch
Hitmonchan,70,Sleep Talk
Hitmonchan,73,Drain Punch
Hitmonchan,80,Metronome
Hitmonchan,83,Poison Jab
Hitmonchan,85,Rest
Hitmonchan,86,Rock Slide
Hitmonchan,87,Taunt
Hitmonchan,88,Swords Dance
Hitmonchan,103,Substitute
Hitmonchan,112,Aura Sphere
Hitmonchan,122,Encore
Hitmonchan,130,Helping Hand
Hitmonchan,132,Baton Pass
Hitmonchan,134,Reversal
Hitmonchan,149,Earthquake
Hitmonchan,150,Stone Edge
Hitmonchan,152,Giga Impact
Hitmonchan,158,Focus Blast
Hitmonchan,167,Close Combat
Hitmonchan,171,Tera Blast
Hitmonchan,181,Knock Off
Hitmonchan,184,Vacuum Wave
Hitmonchan,191,Uproar
Hitmonchan,192,Focus Punch
Hitmonchan,204,Double-Edge
Hitmonchan,205,Endeavor
Hitmonchan,213,Coaching
Hitmonchan,221,Throat Chop
Hitmonchan,229,Upper Hand
Koffing,1,Take Down
Koffing,6,Scary Face
Koffing,7,Protect
Koffing,13,Acid Spray
Koffing,16,Psybeam
Koffing,18,Thief
Koffing,25,Facade
Koffing,45,Venoshock
Koffing,47,Endure
Koffing,49,Sunny Day
Koffing,50,Rain Dance
Koffing,66,Body Slam
Koffing,70,Sleep Talk
Koffing,85,Rest
Koffing,87,Taunt
Koffing,91,Toxic Spikes
Koffing,94,Dark Pulse
Koffing,102,Gunk Shot
Koffing,103,Substitute
Koffing,107,Will-O-Wisp
Koffing,114,Shadow Ball
Koffing,125,Flamethrower
Koffing,126,Thunderbolt
Koffing,141,Fire Blast
Koffing,148,Sludge Bomb
Koffing,166,Thunder
Koffing,171,Tera Blast
Koffing,174,Haze
Koffing,175,Toxic
Koffing,177,Spite
Koffing,180,Gyro Ball
Koffing,202,Pain Split
Koffing,214,Sludge Wave
Koffing,224,Curse
Weezing,1,Take Down
Weezing,6,Scary Face
Weezing,7,Protect
Weezing,13,Acid Spray
Weezing,16,Psybeam
Weezing,18,Thief
Weezing,25,Facade
Weezing,45,Venoshock
Weezing,47,Endure
Weezing,49,Sunny Day
Weezing,50,Rain Dance
Weezing,66,Body Slam
Weezing,70,Sleep Talk
Weezing,85,Rest
Weezing,87,Taunt
Weezing,91,Toxic Spikes
Weezing,94,Dark Pulse
Weezing,102,Gunk Shot
Weezing,103,Substitute
Weezing,107,Will-O-Wisp
Weezing,114,Shadow Ball
Weezing,118,Heat Wave
Weezing,125,Flamethrower
Weezing,126,Thunderbolt
Weezing,141,Fire Blast
Weezing,148,Sludge Bomb
Weezing,152,Giga Impact
Weezing,163,Hyper Beam
Weezing,166,Thunder
Weezing,171,Tera Blast
Weezing,174,Haze
Weezing,175,Toxic
Weezing,177,Spite
Weezing,180,Gyro Ball
Weezing,202,Pain Split
Weezing,214,Sludge Wave
Weezing,224,Curse
Rhyhorn,1,Take Down
Rhyhorn,5,Mud-Slap
Rhyhorn,6,Scary Face
Rhyhorn,7,Protect
Rhyhorn,8,Fire Fang
Rhyhorn,9,Thunder Fang
Rhyhorn,10,Ice Fang
Rhyhorn,18,Thief
Rhyhorn,25,Facade
Rhyhorn,28,Bulldoze
Rhyhorn,34,Icy Wind
Rhyhorn,35,Mud Shot
Rhyhorn,36,Rock Tomb
Rhyhorn,47,Endure
Rhyhorn,49,Sunny Day
Rhyhorn,50,Rain Dance
Rhyhorn,51,Sandstorm
Rhyhorn,53,Smart Strike
Rhyhorn,55,Dig
Rhyhorn,66,Body Slam
Rhyhorn,70,Sleep Talk
Rhyhorn,76,Rock Blast
Rhyhorn,83,Poison Jab
Rhyhorn,84,Stomping Tantrum
Rhyhorn,85,Rest
Rhyhorn,86,Rock Slide
Rhyhorn,88,Swords Dance
Rhyhorn,89,Body Press
Rhyhorn,103,Substitute
Rhyhorn,106,Drill Run
Rhyhorn,108,Crunch
Rhyhorn,115,Dragon Pulse
Rhyhorn,116,Stealth Rock
Rhyhorn,121,Heavy Slam
Rhyhorn,125,Flamethrower
Rhyhorn,126,Thunderbolt
Rhyhorn,133,Earth Power
Rhyhorn,134,Reversal
Rhyhorn,135,Ice Beam
Rhyhorn,141,Fire Blast
Rhyhorn,143,Blizzard
Rhyhorn,149,Earthquake
Rhyhorn,150,Stone Edge
Rhyhorn,166,Thunder
Rhyhorn,171,Tera Blast
Rhyhorn,172,Roar
Rhyhorn,179,Smack Down
Rhyhorn,186,High Horsepower
Rhyhorn,191,Uproar
Rhyhorn,204,Double-Edge
Rhyhorn,205,Endeavor
Rhyhorn,210,Supercell Slam
Rhyhorn,215,Scorching Sands
Rhyhorn,224,Curse
Rhydon,1,Take Down
Rhydon,5,Mud-Slap
Rhydon,6,Scary Face
Rhydon,7,Protect
Rhydon,8,Fire Fang
Rhydon,9,Thunder Fang
Rhydon,10,Ice Fang
Rhydon,18,Thief
Rhydon,25,Facade
Rhydon,28,Bulldoze
Rhydon,34,Icy Wind
Rhydon,35,Mud Shot
Rhydon,36,Rock Tomb
Rhydon,43,Fling
Rhydon,46,Avalanche
Rhydon,47,Endure
Rhydon,49,Sunny Day
Rhydon,50,Rain Dance
Rhydon,51,Sandstorm
Rhydon,53,Smart Strike
Rhydon,55,Dig
Rhydon,58,Brick Break
Rhydon,61,Shadow Claw
Rhydon,66,Body Slam
Rhydon,67,Fire Punch
Rhydon,68,Thunder Punch
Rhydon,69,Ice Punch
Rhydon,70,Sleep Talk
Rhydon,76,Rock Blast
Rhydon,83,Poison Jab
Rhydon,84,Stomping Tantrum
Rhydon,85,Rest
Rhydon,86,Rock Slide
Rhydon,88,Swords Dance
Rhydon,89,Body Press
Rhydon,103,Substitute
Rhydon,104,Iron Defense
Rhydon,106,Drill Run
Rhydon,108,Crunch
Rhydon,115,Dragon Pulse
Rhydon,116,Stealth Rock
Rhydon,121,Heavy Slam
Rhydon,123,Surf
Rhydon,125,Flamethrower
Rhydon,126,Thunderbolt
Rhydon,130,Helping Hand
Rhydon,133,Earth Power
Rhydon,134,Reversal
Rhydon,135,Ice Beam
Rhydon,141,Fire Blast
Rhydon,142,Hydro Pump
Rhydon,143,Blizzard
Rhydon,149,Earthquake
Rhydon,150,Stone Edge
Rhydon,152,Giga Impact
Rhydon,156,Outrage
Rhydon,158,Focus Blast
Rhydon,163,Hyper Beam
Rhydon,166,Thunder
Rhydon,171,Tera Blast
Rhydon,172,Roar
Rhydon,179,Smack Down
Rhydon,186,High Horsepower
Rhydon,189,Heat Crash
Rhydon,191,Uproar
Rhydon,192,Focus Punch
Rhydon,204,Double-Edge
Rhydon,205,Endeavor
Rhydon,210,Supercell Slam
Rhydon,215,Scorching Sands
Rhydon,220,Meteor Beam
Rhydon,222,Breaking Swipe
Rhydon,224,Curse
Chansey,1,Take Down
Chansey,2,Charm
Chansey,7,Protect
Chansey,11,Water Pulse
Chansey,18,Thief
Chansey,19,Disarming Voice
Chansey,20,Trailblaze
Chansey,22,Chilling Water
Chansey,25,Facade
Chansey,28,Bulldoze
Chansey,32,Swift
Chansey,34,Icy Wind
Chansey,36,Rock Tomb
Chansey,41,Stored Power
Chansey,43,Fling
Chansey,47,Endure
Chansey,49,Sunny Day
Chansey,50,Rain Dance
Chansey,51,Sandstorm
Chansey,52,Snowscape
Chansey,58,Brick Break
Chansey,59,Zen Headbutt
Chansey,66,Body Slam
Chansey,67,Fire Punch
Chansey,68,Thunder Punch
Chansey,69,Ice Punch
Chansey,70,Sleep Talk
Chansey,73,Drain Punch
Chansey,75,Light Screen
Chansey,79,Dazzling Gleam
Chansey,80,Metronome
Chansey,81,Grass Knot
Chansey,82,Thunder Wave
Chansey,84,Stomping Tantrum
Chansey,85,Rest
Chansey,86,Rock Slide
Chansey,98,Skill Swap
Chansey,103,Substitute
Chansey,114,Shadow Ball
Chansey,116,Stealth Rock
Chansey,117,Hyper Voice
Chansey,120,Psychic
Chansey,125,Flamethrower
Chansey,126,Thunderbolt
Chansey,129,Calm Mind
Chansey,130,Helping Hand
Chansey,135,Ice Beam
Chansey,136,Electric Terrain
Chansey,141,Fire Blast
Chansey,143,Blizzard
Chansey,147,Wild Charge
Chansey,149,Earthquake
Chansey,152,Giga Impact
Chansey,158,Focus Blast
Chansey,163,Hyper Beam
Chansey,166,Thunder
Chansey,168,Solar Beam
Chansey,171,Tera Blast
Chansey,178,Gravity
Chansey,204,Double-Edge
Chansey,205,Endeavor
Kangaskhan,1,Headbutt
Kangaskhan,5,Roar
Kangaskhan,10,Brick Break
Kangaskhan,12,Rock Slide
Kangaskhan,13,Ice Beam
Kangaskhan,17,Protect
Kangaskhan,18,Power-Up Punch
Kangaskhan,22,Aerial Ace
Kangaskhan,23,Thunder Punch
Kangaskhan,24,Ice Punch
Kangaskhan,25,Crunch
Kangaskhan,28,Dig
Kangaskhan,29,Fire Punch
Kangaskhan,33,Body Slam
Kangaskhan,35,Endure
Kangaskhan,36,Rock Tomb
Kangaskhan,38,Fire Blast
Kangaskhan,44,Hyper Beam
Kangaskhan,51,Safeguard
Kangaskhan,55,Giga Impact
Kangaskhan,56,Double-Edge
Kangaskhan,61,Shadow Claw
Kangaskhan,62,Flamethrower
Kangaskhan,64,Solar Beam
Kangaskhan,67,Thunderbolt
Kangaskhan,69,Earthquake
Kangaskhan,70,Whirlpool
Kangaskhan,73,Surf
Kangaskhan,74,Shadow Ball
Kangaskhan,78,Bulldoze
Kangaskhan,85,Substitute
Kangaskhan,87,Iron Tail
Kangaskhan,93,Outrage
Kangaskhan,96,Hydro Pump
Kangaskhan,102,Focus Blast
Kangaskhan,103,Work Up
Kangaskhan,105,Blizzard
Kangaskhan,106,Thunder
Kangaskhan,108,Comet Punch
Kangaskhan,109,Facade
Kangaskhan,129,Circle Throw
Kangaskhan,131,Drain Punch
Kangaskhan,132,Double Hit
Kangaskhan,135,Dual Chop
Kangaskhan,141,Fake Out
Horsea,4,Agility
Horsea,7,Protect
Horsea,11,Water Pulse
Horsea,22,Chilling Water
Horsea,25,Facade
Horsea,32,Swift
Horsea,34,Icy Wind
Horsea,47,Endure
Horsea,50,Rain Dance
Horsea,70,Sleep Talk
Horsea,77,Waterfall
Horsea,85,Rest
Horsea,93,Flash Cannon
Horsea,100,Dragon Dance
Horsea,103,Substitute
Horsea,110,Liquidation
Horsea,115,Dragon Pulse
Horsea,123,Surf
Horsea,135,Ice Beam
Horsea,142,Hydro Pump
Horsea,143,Blizzard
Horsea,156,Outrage
Horsea,171,Tera Blast
Horsea,193,Weather Ball
Horsea,196,Flip Turn
Horsea,200,Scale Shot
Horsea,208,Whirlpool
Horsea,209,Muddy Water
Seadra,4,Agility
Seadra,6,Scary Face
Seadra,7,Protect
Seadra,11,Water Pulse
Seadra,22,Chilling Water
Seadra,25,Facade
Seadra,32,Swift
Seadra,34,Icy Wind
Seadra,47,Endure
Seadra,50,Rain Dance
Seadra,52,Snowscape
Seadra,70,Sleep Talk
Seadra,77,Waterfall
Seadra,85,Rest
Seadra,93,Flash Cannon
Seadra,100,Dragon Dance
Seadra,103,Substitute
Seadra,110,Liquidation
Seadra,115,Dragon Pulse
Seadra,123,Surf
Seadra,135,Ice Beam
Seadra,142,Hydro Pump
Seadra,143,Blizzard
Seadra,152,Giga Impact
Seadra,156,Outrage
Seadra,163,Hyper Beam
Seadra,171,Tera Blast
Seadra,193,Weather Ball
Seadra,196,Flip Turn
Seadra,200,Scale Shot
Seadra,208,Whirlpool
Seadra,209,Muddy Water
Goldeen,3,Water Pulse
Goldeen,7,Hail
Goldeen,13,Ice Beam
Goldeen,14,Blizzard
Goldeen,17,Protect
Goldeen,18,Rain Dance
Goldeen,32,Double Team
Goldeen,42,Facade
Goldeen,44,Rest
Goldeen,45,Attract
Goldeen,49,Scald
Goldeen,58,Endure
Goldeen,75,Swords Dance
Goldeen,82,Sleep Talk
Goldeen,84,Poison Jab
Goldeen,87,Swagger
Goldeen,90,Substitute
Goldeen,95,Surf
Goldeen,99,Waterfall
Seaking,3,Water Pulse
Seaking,7,Hail
Seaking,13,Ice Beam
Seaking,14,Blizzard
Seaking,15,Hyper Beam
Seaking,17,Protect
Seaking,18,Rain Dance
Seaking,32,Double Team
Seaking,42,Facade
Seaking,44,Rest
Seaking,45,Attract
Seaking,49,Scald
Seaking,58,Endure
Seaking,68,Giga Impact
Seaking,75,Swords Dance
Seaking,82,Sleep Talk
